JobNumber,sigP,epsiP,sigO,epsiO,a,b,c,alpha,beta,gamma,density,Cleav,Interface,Solvation
3780,4.7,0.26,3.2,0.17,28.48724,28.486563,28.338417,90,90,120.000785,3.01555,1611.75036,-23.991746,-744.615431
3781,4.7,0.26,3.3,0.07,28.295291,28.292599,27.906561,90,90,120.003147,3.104199,1557.155933,-31.691591,-723.549954
3782,4.7,0.26,3.3,0.09,28.410904,28.406967,28.138075,90,90,120.004583,3.05383,1568.229902,-47.797901,-718.50382
3783,4.7,0.26,3.3,0.11,28.502338,28.498924,28.32371,90,90,120.003963,3.014306,1576.771334,-48.033955,-732.052033
3784,4.7,0.26,3.3,0.13,28.577439,28.577363,28.472797,90,90,120.000094,2.982318,1581.011059,-55.918848,-727.620136
3785,4.7,0.26,3.3,0.15,28.64199,28.642828,28.601188,90,90,119.999032,2.955437,1593.240426,-63.721189,-711.335756
3786,4.7,0.26,3.3,0.17,28.69908,28.698133,28.716874,90,90,120.001091,2.932075,1592.650604,-40.544123,-730.177194
3787,4.7,0.26,3.4,0.07,28.49125,28.495658,28.28045,90,90,119.994888,3.020162,1540.447048,-53.7674,-717.839078
3788,4.7,0.26,3.4,0.09,28.612417,28.613325,28.508636,90,90,119.998951,2.971154,1554.060009,-69.255191,-706.239588
3789,4.7,0.26,3.4,0.11,28.706121,28.707091,28.697592,90,90,119.998878,2.932345,1547.84336,-68.761405,-704.733771
3790,4.7,0.26,3.4,0.13,28.787262,28.782784,28.857156,90,90,120.005146,2.900447,1553.165485,-83.644676,-714.79997
3791,4.7,0.26,3.4,0.15,28.84724,28.848502,29.001107,90,90,119.998554,2.873298,1551.125301,-84.537999,-703.666087
3792,4.7,0.26,3.4,0.17,28.906583,28.90471,29.124313,90,90,120.002144,2.84982,1502.125473,-63.977063,-709.457707
3793,4.7,0.26,3.5,0.07,28.698182,28.69556,28.64834,90,90,120.003017,2.939502,1520.616004,-80.72554,-711.009834
3794,4.7,0.26,3.5,0.09,28.816367,28.815885,28.895496,90,90,120.000553,2.890215,1506.712076,-86.314515,-694.77438
3795,4.7,0.26,3.5,0.11,28.907737,28.91208,29.097795,90,90,119.995018,2.851371,1479.984811,-121.199785,-708.338565
3796,4.7,0.26,3.5,0.13,28.989123,28.989132,29.275796,90,90,119.999989,2.818708,1349.801115,-130.546042,-698.467151
3797,4.7,0.26,3.5,0.15,29.060701,29.060904,29.420424,90,90,119.999768,2.791026,1346.560748,-142.399684,-687.465458
3798,4.7,0.26,3.5,0.17,29.125224,29.121704,29.553433,90,90,120.003998,2.76664,1170.619537,-86.680624,-701.867423
3799,4.7,0.26,3.6,0.07,28.894946,28.895836,29.038943,90,90,119.99899,2.860136,1443.880473,-103.787559,-700.831536
3800,4.7,0.26,3.6,0.09,29.020405,29.019026,29.306465,90,90,120.001569,2.80987,1376.372075,-141.082237,-696.524641
3801,4.7,0.26,3.6,0.11,29.122246,29.123927,29.5245,90,90,119.998091,2.769258,1296.414525,-159.135144,-683.74926
3802,4.7,0.26,3.6,0.13,29.211733,29.20916,29.70384,90,90,120.002913,2.736232,1126.770279,-171.818757,-687.466447
3803,4.7,0.26,3.6,0.15,29.287576,29.285461,29.855849,90,90,120.002382,2.708162,1151.02884,-186.45262,-688.204116
3804,4.7,0.26,3.6,0.17,29.351816,29.350533,29.997179,90,90,120.001447,2.683515,1100.688391,-137.383464,-695.582664
3805,4.7,0.26,3.7,0.07,29.100454,29.102271,29.457783,90,90,119.997937,2.779671,1199.480375,-167.633445,-689.354814
3806,4.7,0.26,3.7,0.09,29.238546,29.236141,29.738993,90,90,120.002723,2.727966,1116.98956,-189.27776,-687.622983
3807,4.7,0.26,3.7,0.11,29.34415,29.3466,29.959318,90,90,119.997238,2.687855,1036.341611,-210.005624,-675.912957
3808,4.7,0.26,3.7,0.13,29.438574,29.435211,30.141934,90,90,120.003778,2.655159,1000.573872,-229.092826,-676.123167
3809,4.7,0.26,3.7,0.15,29.513092,29.514365,30.29583,90,90,119.998577,2.627797,973.090493,-237.728869,-673.547523
3810,4.7,0.26,3.7,0.17,29.582149,29.582172,30.433076,90,90,119.999974,2.603894,1244.355246,-181.197511,-681.052126
3811,4.7,0.26,3.8,0.07,29.32174,29.319999,29.889277,90,90,120.001965,2.698787,1106.603461,-220.932715,-677.188162
3812,4.7,0.26,3.8,0.09,29.463353,29.46383,30.164124,90,90,119.99947,2.648285,1106.490573,-238.502902,-666.189387
3813,4.7,0.26,3.8,0.11,29.572155,29.572732,30.397272,90,90,119.999355,2.608659,1208.738401,-264.608089,-657.677146
3814,4.7,0.26,3.8,0.13,29.674259,29.669397,30.581882,90,90,120.005421,2.575728,1208.162022,-280.53939,-659.858617
3815,4.7,0.26,3.8,0.15,29.75205,29.750228,30.736135,90,90,120.00202,2.549068,1123.140005,-309.284281,-661.845616
3816,4.7,0.26,3.8,0.17,29.827439,29.824946,30.877225,90,90,120.002764,2.524686,1178.914816,-232.386821,-661.411422
3817,4.7,0.26,3.9,0.07,29.541941,29.542942,30.316452,90,90,119.998867,2.620915,1060.757248,-268.94242,-661.422229
3818,4.7,0.26,3.9,0.09,29.689265,29.689248,30.608211,90,90,120.000027,2.570352,1154.498305,-353.940692,-663.909287
3819,4.7,0.26,3.9,0.11,29.806991,29.810572,30.837078,90,90,119.996028,2.530755,1203.419774,-337.443908,-655.065568
3820,4.7,0.26,3.9,0.13,29.917409,29.915028,31.025749,90,90,120.002634,2.497497,1149.75742,-337.846829,-648.402605
3821,4.7,0.26,3.9,0.15,30.007906,30.007032,31.174839,90,90,120.000965,2.470418,1145.78676,-369.895847,-650.537023
3822,4.7,0.26,3.9,0.17,30.097206,30.095863,31.30053,90,90,120.001476,2.445969,1072.620292,-286.941621,-656.904033
3823,4.7,0.26,4,0.07,29.770985,29.771797,30.75623,90,90,119.999101,2.543863,1112.849264,-308.48797,-656.60413
3824,4.7,0.26,4,0.09,29.934041,29.934531,31.044256,90,90,119.999461,2.492916,1067.458109,-353.622402,-639.918854
3825,4.7,0.26,4,0.11,30.070477,30.068541,31.261221,90,90,120.002131,2.453465,905.10469,-380.584149,-644.733492
3826,4.7,0.26,4,0.13,30.188045,30.187049,31.441113,90,90,120.001085,2.420362,1020.285366,-415.774384,-651.646838
3827,4.7,0.26,4,0.15,30.291388,30.290184,31.587414,90,90,120.00131,2.392763,911.088057,-467.032453,-642.597442
3828,4.7,0.26,4,0.17,30.384195,30.384675,31.715386,90,90,119.999477,2.368397,986.057195,-55.936559,-784.757451
3829,4.7,0.28,3,0.07,27.821886,27.819867,26.760142,90,90,120.002404,3.348186,1645.604346,-46.569328,-763.39558
3830,4.7,0.28,3,0.09,27.895111,27.900491,26.976035,90,90,119.993616,3.302806,1644.9643,-19.820228,-757.233886
3831,4.7,0.28,3,0.11,27.964935,27.968052,27.160562,90,90,119.996314,3.264361,1637.442297,-18.755969,-758.504131
3832,4.7,0.28,3,0.13,28.021747,28.020515,27.317457,90,90,120.001463,3.233135,1636.384624,-18.083006,-761.205304
3833,4.7,0.28,3,0.15,28.071118,28.071775,27.446507,90,90,119.999227,3.206336,1641.259639,-2.31965,-746.084055
3834,4.7,0.28,3,0.17,28.112914,28.113674,27.559133,90,90,119.999107,3.183729,1643.121656,-41.385789,-759.361342
3835,4.7,0.28,3.1,0.07,27.971868,27.973136,27.13385,90,90,119.998505,3.266243,1616.530529,-25.157316,-749.057587
3836,4.7,0.28,3.1,0.09,28.05901,28.06053,27.372004,90,90,119.998211,3.217707,1613.504019,-12.490773,-752.12752
3837,4.7,0.28,3.1,0.11,28.134383,28.133882,27.556039,90,90,120.00059,3.179419,1611.306443,-8.069862,-742.969634
3838,4.7,0.28,3.1,0.13,28.19312,28.199694,27.711268,90,90,119.992287,3.147396,1610.960803,-9.591413,-741.737747
3839,4.7,0.28,3.1,0.15,28.251067,28.252837,27.843227,90,90,119.997929,3.120352,1621.308213,-8.437583,-748.350508
3840,4.7,0.28,3.1,0.17,28.303467,28.30445,27.953322,90,90,119.998851,3.09668,1622.49679,-23.659203,-752.342337
3841,4.7,0.28,3.2,0.07,28.135429,28.136743,27.522945,90,90,119.998455,3.182732,1580.815123,-14.176181,-737.005711
3842,4.7,0.28,3.2,0.09,28.236077,28.23733,27.760226,90,90,119.998533,3.133082,1587.675174,-16.240059,-735.813195
3843,4.7,0.28,3.2,0.11,28.318484,28.318562,27.944349,90,90,119.99991,3.094522,1589.538246,-22.777205,-730.216068
3844,4.7,0.28,3.2,0.13,28.388493,28.392985,28.09596,90,90,119.994766,3.062026,1600.600652,-26.72808,-734.480075
3845,4.7,0.28,3.2,0.15,28.453345,28.454139,28.22215,90,90,119.999083,3.034983,1604.492537,-33.599414,-730.263355
3846,4.7,0.28,3.2,0.17,28.50903,28.509703,28.331633,90,90,119.999219,3.011473,1617.478571,-23.166038,-735.254327
3847,4.7,0.28,3.3,0.07,28.315627,28.31572,27.906052,90,90,119.999891,3.099391,1563.282261,-21.109818,-728.925123
3848,4.7,0.28,3.3,0.09,28.428162,28.429029,28.139088,90,90,119.998995,3.049326,1571.117314,-37.69183,-732.82039
3849,4.7,0.28,3.3,0.11,28.52001,28.521538,28.322007,90,90,119.998227,3.010057,1577.719679,-40.099262,-711.665168
3850,4.7,0.28,3.3,0.13,28.598546,28.597678,28.468178,90,90,120.001003,2.97851,1584.464367,-45.733819,-719.036568
3851,4.7,0.28,3.3,0.15,28.662274,28.66242,28.598258,90,90,119.999832,2.951653,1593.292087,-55.088215,-723.830452
3852,4.7,0.28,3.3,0.17,28.718845,28.718991,28.713225,90,90,119.999831,2.928264,1593.866665,-42.149234,-714.571113
3853,4.7,0.28,3.4,0.07,28.512439,28.51573,28.277559,90,90,119.996182,3.016141,1547.422552,-51.325863,-712.332519
3854,4.7,0.28,3.4,0.09,28.633322,28.632168,28.507847,90,90,120.001335,2.967184,1553.70482,-60.234786,-708.519294
3855,4.7,0.28,3.4,0.11,28.727066,28.726209,28.694214,90,90,120.000987,2.928664,1558.94521,-64.335447,-703.102703
3856,4.7,0.28,3.4,0.13,28.802381,28.801276,28.85285,90,90,120.001271,2.897382,1556.867656,-75.562991,-703.37065
3857,4.7,0.28,3.4,0.15,28.866602,28.865955,28.991509,90,90,120.000743,2.870648,1526.568101,-80.229629,-701.239062
3858,4.7,0.28,3.4,0.17,28.921926,28.92253,29.11982,90,90,119.99931,2.846911,1512.363316,-51.764282,-703.665611
3859,4.7,0.28,3.5,0.07,28.716882,28.719889,28.643945,90,90,119.996537,2.935358,1529.795559,-65.923949,-707.33609
3860,4.7,0.28,3.5,0.09,28.835284,28.836018,28.890235,90,90,119.999161,2.886788,1506.712931,-81.648745,-707.028398
3861,4.7,0.28,3.5,0.11,28.930201,28.928907,29.0949,90,90,120.001476,2.847969,1461.347982,-108.611283,-703.873917
3862,4.7,0.28,3.5,0.13,29.005481,29.00783,29.271625,90,90,119.997321,2.815628,1398.024735,-122.342915,-700.785306
3863,4.7,0.28,3.5,0.15,29.079777,29.076259,29.415689,90,90,120.003997,2.78829,1351.268884,-135.497211,-694.134195
3864,4.7,0.28,3.5,0.17,29.137736,29.140308,29.546568,90,90,119.99708,2.764135,1276.593806,-85.8705,-695.103054
3865,4.7,0.28,3.6,0.07,28.910164,28.91542,29.036055,90,90,119.993987,2.856835,1455.441783,-111.047979,-707.634076
3866,4.7,0.28,3.6,0.09,29.041127,29.037778,29.299006,90,90,120.003808,2.806829,1353.898114,-130.55102,-688.465781
3867,4.7,0.28,3.6,0.11,29.137112,29.139982,29.517597,90,90,119.996741,2.766929,1270.319798,-151.368031,-692.136172
3868,4.7,0.28,3.6,0.13,29.222925,29.225024,29.700624,90,90,119.997622,2.733849,1227.45768,-167.776733,-685.238204
3869,4.7,0.28,3.6,0.15,29.299055,29.299023,29.852942,90,90,120.000037,2.706047,1166.412484,-180.3715,-690.419746
3870,4.7,0.28,3.6,0.17,29.364512,29.364296,29.985131,90,90,120.000244,2.682142,1046.697819,-133.481047,-688.703684
3871,4.7,0.28,3.7,0.07,29.122302,29.120443,29.449679,90,90,120.002113,2.776733,1251.446047,-156.941794,-687.430097
3872,4.7,0.28,3.7,0.09,29.255659,29.251487,29.732805,90,90,120.004718,2.725562,1184.594768,-181.709786,-665.797131
3873,4.7,0.28,3.7,0.11,29.362171,29.361191,29.953635,90,90,120.001109,2.685484,1029.124931,-205.081814,-685.533913
3874,4.7,0.28,3.7,0.13,29.451069,29.450369,30.134418,90,90,120.000787,2.653248,1092.136567,-223.634924,-674.869588
3875,4.7,0.28,3.7,0.15,29.530468,29.525921,30.287066,90,90,120.005085,2.626155,1242.500707,-231.802573,-669.632035
3876,4.7,0.28,3.7,0.17,29.594866,29.59487,30.42984,90,90,119.999996,2.601936,1075.107804,-174.261908,-681.226598
3877,4.7,0.28,3.8,0.07,29.335681,29.335344,29.882416,90,90,120.00038,2.696669,1001.076711,-208.710844,-672.785169
3878,4.7,0.28,3.8,0.09,29.478485,29.476534,30.164776,90,90,120.002179,2.6458,993.946007,-234.61163,-670.065301
3879,4.7,0.28,3.8,0.11,29.586259,29.586674,30.387331,90,90,119.999536,2.607044,1246.175218,-256.294246,-663.612125
3880,4.7,0.28,3.8,0.13,29.681721,29.681203,30.579915,90,90,120.000584,2.574096,1165.442763,-278.35273,-668.15192
3881,4.7,0.28,3.8,0.15,29.761316,29.762497,30.738354,90,90,119.998688,2.546955,1192.052518,-296.169895,-655.982406
3882,4.7,0.28,3.8,0.17,29.835204,29.832791,30.870321,90,90,120.002676,2.523927,1055.566954,-217.668797,-675.386909
3883,4.7,0.28,3.9,0.07,29.554114,29.554701,30.315975,90,90,119.999334,2.618847,1171.345112,-256.849812,-651.239192
3884,4.7,0.28,3.9,0.09,29.702906,29.702249,30.603977,90,90,120.000732,2.568421,1132.164771,-291.88104,-652.832561
3885,4.7,0.28,3.9,0.11,29.822539,29.82227,30.835104,90,90,120.000293,2.528714,1180.566978,-318.146869,-659.254814
3886,4.7,0.28,3.9,0.13,29.923218,29.92646,31.01477,90,90,119.996417,2.496785,1017.226799,-320.18185,-648.739254
3887,4.7,0.28,3.9,0.15,30.015518,30.018093,31.166866,90,90,119.997168,2.469418,1208.420648,-359.739665,-660.454658
3888,4.7,0.28,3.9,0.17,30.10202,30.105653,31.296495,90,90,119.996009,2.444963,1176.917275,-279.348142,-648.688004
3889,4.7,0.28,4,0.07,29.785157,29.782959,30.749082,90,90,120.002442,2.542377,1185.938606,-335.573615,-652.809136
3890,4.7,0.28,4,0.09,29.94384,29.942707,31.042043,90,90,120.001256,2.491643,1032.194312,-343.077973,-644.809288
3891,4.7,0.28,4,0.11,30.083693,30.083677,31.257458,90,90,120.000018,2.451396,1058.578624,-368.957055,-649.008516
3892,4.7,0.28,4,0.13,30.195521,30.197791,31.432149,90,90,119.997515,2.419505,990.423173,-434.532259,-639.39818
3893,4.7,0.28,4,0.15,30.303728,30.300782,31.576234,90,90,120.003216,2.391845,965.303969,-462.159354,-643.699214
3894,4.7,0.28,4,0.17,30.391325,30.38986,31.706955,90,90,120.001594,2.368117,915.402395,-64.84296,-771.999157
3895,4.7,0.3,3,0.07,27.846676,27.848441,26.761228,90,90,119.997903,3.341486,1655.48775,-37.445927,-764.044476
3896,4.7,0.3,3,0.09,27.925091,27.924655,26.978687,90,90,120.00052,3.296311,1645.00606,-24.874561,-753.224846
3897,4.7,0.3,3,0.11,27.991264,27.99292,27.163163,90,90,119.998042,3.258138,1642.554916,-19.55872,-761.775662
3898,4.7,0.3,3,0.13,28.048863,28.048316,27.317076,90,90,120.000651,3.226827,1639.114789,-8.477384,-750.460885
3899,4.7,0.3,3,0.15,28.096097,28.096126,27.446201,90,90,119.999967,3.200769,1641.978926,-4.535939,-754.664832
3900,4.7,0.3,3,0.17,28.13572,28.137874,27.562782,90,90,119.997468,3.17794,1648.960445,-31.997428,-759.463746
3901,4.7,0.3,3.1,0.07,28.000487,27.99621,27.13783,90,90,120.005054,3.259952,1610.309662,-13.499114,-752.897322
3902,4.7,0.3,3.1,0.09,28.084425,28.086179,27.371097,90,90,119.997934,3.211957,1613.754631,1.663669,-749.266013
3903,4.7,0.3,3.1,0.11,28.154727,28.15841,27.559918,90,90,119.995673,3.173751,1612.050078,2.654223,-747.017983
3904,4.7,0.3,3.1,0.13,28.217513,28.220274,27.712005,90,90,119.996764,3.14244,1616.330932,-5.942843,-736.626093
3905,4.7,0.3,3.1,0.15,28.275407,28.273389,27.842367,90,90,120.002361,3.115635,1624.240691,3.840433,-742.689465
3906,4.7,0.3,3.1,0.17,28.326245,28.326617,27.94851,90,90,119.999565,3.092323,1628.901618,-16.466297,-753.490623
3907,4.7,0.3,3.2,0.07,28.159919,28.158147,27.526917,90,90,120.002083,3.177204,1583.13739,-8.717834,-744.064169
3908,4.7,0.3,3.2,0.09,28.256318,28.259337,27.760197,90,90,119.99647,3.128337,1589.454465,-6.396465,-729.908266
3909,4.7,0.3,3.2,0.11,28.342755,28.339994,27.9414,90,90,120.003223,3.089962,1600.434767,-18.650038,-722.596633
3910,4.7,0.3,3.2,0.13,28.41164,28.412709,28.095287,90,90,119.99875,3.057604,1606.293906,-9.730316,-736.524612
3911,4.7,0.3,3.2,0.15,28.475724,28.475602,28.218613,90,90,120.000142,3.030724,1611.411959,-28.641797,-727.433156
3912,4.7,0.3,3.2,0.17,28.530574,28.527691,28.330472,90,90,120.003343,3.007549,1621.680256,-15.50769,-731.624377
3913,4.7,0.3,3.3,0.07,28.344529,28.340184,27.904674,90,90,120.005073,3.093873,1562.984284,-5.990419,-723.180932
3914,4.7,0.3,3.3,0.09,28.450887,28.451693,28.136282,90,90,119.999063,3.044769,1575.374186,-27.657037,-733.370478
3915,4.7,0.3,3.3,0.11,28.547825,28.544142,28.317377,90,90,120.004266,3.005417,1581.386253,-31.363904,-726.265793
3916,4.7,0.3,3.3,0.13,28.617964,28.616288,28.46523,90,90,120.001938,2.97489,1590.119055,-44.30256,-718.08345
3917,4.7,0.3,3.3,0.15,28.681925,28.680026,28.595054,90,90,120.002197,2.94822,1599.415625,-46.393875,-719.139852
3918,4.7,0.3,3.3,0.17,28.736267,28.734891,28.709521,90,90,120.001585,2.925298,1603.915152,-23.6626,-728.545402
3919,4.7,0.3,3.4,0.07,28.537504,28.534792,28.273993,90,90,120.003145,3.01207,1547.865307,-44.135463,-708.045838
3920,4.7,0.3,3.4,0.09,28.658189,28.654643,28.501366,90,90,120.004093,2.96304,1556.583664,-50.480916,-711.379016
3921,4.7,0.3,3.4,0.11,28.746286,28.747097,28.688109,90,90,119.999066,2.925145,1562.778646,-64.893936,-712.137952
3922,4.7,0.3,3.4,0.13,28.819093,28.819058,28.848113,90,90,120.000042,2.894355,1557.462703,-84.119588,-704.978919
3923,4.7,0.3,3.4,0.15,28.883723,28.884124,28.988111,90,90,119.999541,2.867443,1527.535146,-88.798885,-709.373439
3924,4.7,0.3,3.4,0.17,28.938112,28.939229,29.115094,90,90,119.998723,2.844122,1505.598668,-44.310432,-717.411562
3925,4.7,0.3,3.5,0.07,28.734432,28.736731,28.640267,90,90,119.997354,2.932246,1532.891935,-66.103331,-710.214239
3926,4.7,0.3,3.5,0.09,28.852575,28.849411,28.884529,90,90,120.003629,2.884418,1521.103064,-82.816049,-702.63952
3927,4.7,0.3,3.5,0.11,28.941549,28.946205,29.090804,90,90,119.99468,2.845356,1479.859329,-95.865117,-703.931337
3928,4.7,0.3,3.5,0.13,29.024387,29.025569,29.261917,90,90,119.998643,2.813044,1413.418213,-112.736903,-704.023593
3929,4.7,0.3,3.5,0.15,29.089379,29.092753,29.409701,90,90,119.996169,2.786137,1360.286942,-126.682498,-690.92171
3930,4.7,0.3,3.5,0.17,29.155026,29.153034,29.543952,90,90,120.002261,2.761679,1318.494393,-83.760305,-696.958971
3931,4.7,0.3,3.6,0.07,28.92931,28.930003,29.031673,90,90,119.999207,2.854086,1451.608185,-111.951644,-697.941443
3932,4.7,0.3,3.6,0.09,29.052932,29.052901,29.299979,90,90,120.000046,2.804029,1313.397995,-134.438343,-691.66963
3933,4.7,0.3,3.6,0.11,29.150863,29.155038,29.511478,90,90,119.995262,2.764728,1263.920542,-148.239024,-694.003488
3934,4.7,0.3,3.6,0.13,29.240325,29.239145,29.694615,90,90,120.001337,2.731558,1173.665082,-165.463247,-682.785935
3935,4.7,0.3,3.6,0.15,29.311064,29.315011,29.8475,90,90,119.995546,2.703834,1143.066962,-172.266442,-673.621296
3936,4.7,0.3,3.6,0.17,29.373175,29.378623,29.979848,90,90,119.993866,2.680344,1131.56851,-129.322585,-689.600753
3937,4.7,0.3,3.7,0.07,29.134949,29.136062,29.445495,90,90,119.998736,2.774339,1258.148431,-157.663694,-688.090624
3938,4.7,0.3,3.7,0.09,29.269022,29.266065,29.724762,90,90,120.003347,2.723659,1151.834848,-178.312803,-683.127514
3939,4.7,0.3,3.7,0.11,29.372042,29.376154,29.943518,90,90,119.995369,2.683965,1045.206594,-196.576899,-675.141031
3940,4.7,0.3,3.7,0.13,29.45879,29.461694,30.134589,90,90,119.996738,2.65141,1030.433328,-212.613235,-667.904282
3941,4.7,0.3,3.7,0.15,29.542643,29.537446,30.280983,90,90,120.00582,2.624595,1128.890076,-224.252531,-674.873242
3942,4.7,0.3,3.7,0.17,29.60952,29.605354,30.420466,90,90,120.004655,2.60065,1180.133821,-168.307415,-687.856806
3943,4.7,0.3,3.8,0.07,29.350276,29.347436,29.876458,90,90,120.003201,2.694832,1027.008146,-196.846636,-671.372462
3944,4.7,0.3,3.8,0.09,29.486548,29.489212,30.154839,90,90,119.997021,2.644673,1000.179309,-229.58097,-663.833851
3945,4.7,0.3,3.8,0.11,29.596091,29.597699,30.386645,90,90,119.998203,2.605231,1122.740579,-249.262294,-668.326844
3946,4.7,0.3,3.8,0.13,29.691971,29.690995,30.568399,90,90,120.001098,2.573342,1222.864423,-268.074624,-665.727222
3947,4.7,0.3,3.8,0.15,29.773319,29.77583,30.725118,90,90,119.99721,2.545846,1114.803376,-281.555233,-660.582323
3948,4.7,0.3,3.8,0.17,29.849249,29.849621,30.861451,90,90,119.999588,2.521963,1188.432555,-218.455108,-669.987465
3949,4.7,0.3,3.9,0.07,29.570613,29.570737,30.30708,90,90,119.999862,2.616748,1178.703535,-256.198851,-667.136995
3950,4.7,0.3,3.9,0.09,29.714287,29.710789,30.600219,90,90,120.003892,2.567096,946.864164,-279.309365,-658.372599
3951,4.7,0.3,3.9,0.11,29.834542,29.831957,30.827011,90,90,120.002866,2.527604,1174.623635,-307.697482,-662.386807
3952,4.7,0.3,3.9,0.13,29.937681,29.936043,31.009389,90,90,120.001808,2.495349,1168.159177,-321.081622,-662.624692
3953,4.7,0.3,3.9,0.15,30.031053,30.030689,31.162574,90,90,120.000399,2.467526,1161.524344,-409.72626,-651.201162
3954,4.7,0.3,3.9,0.17,30.116621,30.112174,31.285944,90,90,120.004886,2.444291,1072.64822,-271.336274,-663.182852
3955,4.7,0.3,4,0.07,29.796877,29.795937,30.748203,90,90,120.001043,2.540306,1099.87002,-311.632594,-642.950457
3956,4.7,0.3,4,0.09,29.959482,29.958299,31.031551,90,90,120.001307,2.489888,1100.169201,-344.190653,-645.680208
3957,4.7,0.3,4,0.11,30.093379,30.092227,31.249707,90,90,120.001266,2.450549,962.030658,-390.672069,-654.377731
3958,4.7,0.3,4,0.13,30.207126,30.204653,31.427357,90,90,120.002704,2.418521,1018.606097,-398.846105,-645.660328
3959,4.7,0.3,4,0.15,30.308736,30.312395,31.571335,90,90,119.996006,2.39073,1099.860927,-407.510166,-642.009511
3960,4.7,0.3,4,0.17,30.402791,30.401449,31.698623,90,90,120.00146,2.366941,846.154785,-61.021406,-772.957763
3961,4.8,0.2,3,0.07,27.829419,27.831654,26.770688,90,90,119.997344,3.344373,1630.161009,-47.079217,-767.77121
3962,4.8,0.2,3,0.09,27.915783,27.910569,26.988639,90,90,120.006175,3.298045,1625.53745,-35.86831,-761.558255
3963,4.8,0.2,3,0.11,27.978378,27.976375,27.175791,90,90,120.002369,3.260193,1618.78517,-20.890311,-757.176719
3964,4.8,0.2,3,0.13,28.036719,28.032743,27.332773,90,90,120.004692,3.228295,1614.349344,-18.041465,-759.935649
3965,4.8,0.2,3,0.15,28.084031,28.082726,27.463723,90,90,120.001538,3.201678,1620.748933,-11.605364,-755.792654
3966,4.8,0.2,3,0.17,28.130365,28.129168,27.576625,90,90,120.001407,3.178058,1621.622997,-38.514211,-758.264263
3967,4.8,0.2,3.1,0.07,27.98337,27.984296,27.148098,90,90,119.998906,3.261899,1594.538472,-28.597762,-745.05308
3968,4.8,0.2,3.1,0.09,28.073453,28.07102,27.383496,90,90,120.002868,3.213651,1587.894602,-8.380789,-743.538056
3969,4.8,0.2,3.1,0.11,28.14915,28.148166,27.572876,90,90,120.001156,3.174218,1586.153495,-17.71042,-743.784877
3970,4.8,0.2,3.1,0.13,28.212513,28.210863,27.727141,90,90,120.00194,3.142493,1594.769026,-17.573883,-734.878949
3971,4.8,0.2,3.1,0.15,28.265846,28.266768,27.856606,90,90,119.998921,3.115717,1596.64303,-19.913094,-730.659229
3972,4.8,0.2,3.1,0.17,28.315663,28.316765,27.970207,90,90,119.998713,3.092128,1602.960068,-23.725366,-734.752189
3973,4.8,0.2,3.2,0.07,28.148471,28.150657,27.53873,90,90,119.997431,3.177829,1562.695703,-29.114213,-737.016973
3974,4.8,0.2,3.2,0.09,28.250976,28.251552,27.773969,90,90,119.999313,3.128329,1566.804016,-35.103102,-735.645491
3975,4.8,0.2,3.2,0.11,28.331768,28.33555,27.95806,90,90,119.995589,3.089566,1568.756976,-22.973882,-730.150363
3976,4.8,0.2,3.2,0.13,28.403518,28.404932,28.112729,90,90,119.998353,3.057405,1575.834204,-38.912185,-724.247897
3977,4.8,0.2,3.2,0.15,28.467676,28.471387,28.23774,90,90,119.995695,3.02984,1584.884406,-34.755826,-721.708378
3978,4.8,0.2,3.2,0.17,28.523832,28.521204,28.35445,90,90,120.003048,3.006391,1593.653474,-23.450642,-731.606192
3979,4.8,0.2,3.3,0.07,28.329878,28.330528,27.921388,90,90,119.999241,3.094492,1541.731214,-32.597371,-725.472105
3980,4.8,0.2,3.3,0.09,28.443677,28.440162,28.153105,90,90,120.004081,3.045109,1553.573322,-39.726078,-717.719997
3981,4.8,0.2,3.3,0.11,28.533019,28.536425,28.337251,90,90,119.996052,3.005431,1555.131955,-42.211649,-713.858757
3982,4.8,0.2,3.3,0.13,28.612589,28.611385,28.485176,90,90,120.001389,2.973858,1568.218633,-50.286897,-711.464908
3983,4.8,0.2,3.3,0.15,28.675738,28.675831,28.614708,90,90,119.999894,2.947194,1568.897768,-57.224711,-715.662729
3984,4.8,0.2,3.3,0.17,28.731682,28.733836,28.726745,90,90,119.99752,2.923999,1576.417708,-30.130659,-717.027564
3985,4.8,0.2,3.4,0.07,28.525474,28.526211,28.291065,90,90,119.999146,3.012306,1528.542823,-56.212676,-720.170624
3986,4.8,0.2,3.4,0.09,28.647452,28.647027,28.523327,90,90,120.000493,2.962549,1532.349291,-66.951285,-704.060191
3987,4.8,0.2,3.4,0.11,28.739923,28.737502,28.712354,90,90,120.002787,2.924407,1537.483447,-71.579229,-723.012599
3988,4.8,0.2,3.4,0.13,28.814068,28.816229,28.870151,90,90,119.997518,2.89286,1521.844596,-75.164801,-693.974822
3989,4.8,0.2,3.4,0.15,28.876119,28.880351,29.009533,90,90,119.995149,2.866328,1514.937746,-95.74954,-697.542017
3990,4.8,0.2,3.4,0.17,28.935073,28.936557,29.135416,90,90,119.998304,2.842687,1478.637818,-61.073259,-709.203635
3991,4.8,0.2,3.5,0.07,28.728951,28.727471,28.659609,90,90,120.001704,2.9319,1506.023436,-74.824153,-701.012825
