JobNumber,sigP,epsiP,sigO,epsiO,a,b,c,alpha,beta,gamma,density,Cleav,Interface,Solvation
1,3.8,0.2,3,0.07,26.46819,26.445006,26.605226,90,90,120.02901,3.724957,717.563104,-134.010375,-791.334565
2,3.8,0.2,3,0.09,26.606007,26.595451,26.8187,90,90,120.01313,3.654785,677.204682,-149.075536,-780.720509
3,3.8,0.2,3,0.11,26.728111,26.708908,26.99778,90,90,120.023784,3.598991,703.345291,-139.328142,-775.963875
4,3.8,0.2,3,0.13,26.824392,26.803003,27.152298,90,90,120.026414,3.553242,715.703548,-190.482904,-770.259506
5,3.8,0.2,3,0.15,26.907255,26.885322,27.290024,90,90,120.026984,3.513652,735.033592,-182.317481,-763.659333
6,3.8,0.2,3,0.17,26.966166,26.965331,27.411148,90,90,120.001021,3.479216,747.421856,-186.041993,-756.557561
7,3.8,0.2,3.1,0.07,26.710648,26.716832,26.960281,90,90,119.992337,3.604141,697.118325,-158.660903,-773.389406
8,3.8,0.2,3.1,0.09,26.871163,26.863461,27.198307,90,90,120.009484,3.532485,707.094713,-162.170962,-753.178069
9,3.8,0.2,3.1,0.11,27.079471,27.083751,27.459273,90,90,119.994772,3.443247,728.717512,-196.24215,-756.340976
10,3.8,0.2,3.1,0.13,27.292199,27.291874,27.704625,90,90,120.000387,3.360521,1502.73655,-214.247746,-760.301365
11,3.8,0.2,3.1,0.15,27.383206,27.381733,27.861167,90,90,120.001781,3.319651,1214.866068,-214.561707,-754.594314
12,3.8,0.2,3.1,0.17,27.513998,27.513151,28.056898,90,90,120.001016,3.265125,1502.648522,-202.066518,-753.242757
13,3.8,0.2,3.2,0.07,27.09076,27.093714,27.398489,90,90,119.996385,3.448236,708.870259,-179.173705,-762.757879
14,3.8,0.2,3.2,0.09,27.354151,27.349869,27.75945,90,90,120.005181,3.339354,1127.146647,-204.85454,-741.268784
15,3.8,0.2,3.2,0.11,27.540865,27.535135,28.044065,90,90,120.006879,3.26102,1509.833067,-200.795591,-750.650189
16,3.8,0.2,3.2,0.13,27.632985,27.637073,28.207186,90,90,119.995108,3.219053,1378.5281,-218.135661,-741.759089
17,3.8,0.2,3.2,0.15,27.71572,27.719024,28.347719,90,90,119.996062,3.184122,1522.554373,-220.140487,-735.495233
18,3.8,0.2,3.2,0.17,27.788121,27.78728,28.467272,90,90,120.001003,3.154877,1529.282902,-220.436321,-736.919255
19,3.8,0.2,3.3,0.07,27.533042,27.534534,27.992085,90,90,119.998204,3.267789,1483.971409,-194.448956,-740.306313
20,3.8,0.2,3.3,0.09,27.68467,27.68443,28.24616,90,90,120.000294,3.203288,1484.121887,-261.609471,-741.319316
21,3.8,0.2,3.3,0.11,27.797284,27.79795,28.449208,90,90,119.999191,3.154571,1496.820965,-286.223373,-730.127067
22,3.8,0.2,3.3,0.13,27.892211,27.89685,28.616823,90,90,119.994504,3.114193,1508.955642,-237.896156,-734.100632
23,3.8,0.2,3.3,0.15,27.978004,27.975713,28.758549,90,90,120.002714,3.080889,1501.664039,-259.40295,-731.679624
24,3.8,0.2,3.3,0.17,28.053218,28.052269,28.887413,90,90,120.001113,3.050525,1509.325717,-239.044975,-714.299715
25,3.8,0.2,3.4,0.07,27.789336,27.791164,28.39011,90,90,119.997829,3.16277,1469.489151,-270.173497,-737.145293
26,3.8,0.2,3.4,0.09,27.937162,27.937463,28.647705,90,90,119.999655,3.101477,1474.301391,-275.403605,-725.743643
27,3.8,0.2,3.4,0.11,28.057153,28.059217,28.859348,90,90,119.997566,3.052199,1481.910159,-289.239216,-725.277216
28,3.8,0.2,3.4,0.13,28.156475,28.160158,29.035063,90,90,119.995672,3.012132,1484.332035,-262.587307,-710.830243
29,3.8,0.2,3.4,0.15,28.241239,28.243348,29.188446,90,90,119.997532,2.978567,1478.685916,-310.279954,-716.937383
30,3.8,0.2,3.4,0.17,28.314965,28.316031,29.323622,90,90,119.99875,2.949563,1413.551633,-289.418107,-703.994584
31,3.8,0.2,3.5,0.07,28.043321,28.042293,28.796103,90,90,120.001204,3.06237,1439.146992,-285.800856,-711.065238
32,3.8,0.2,3.5,0.09,28.195864,28.199312,29.068354,90,90,119.995956,3.000316,1455.100871,-314.270598,-711.744599
33,3.8,0.2,3.5,0.11,28.32452,28.322225,29.281919,90,90,120.002672,2.952238,1452.449159,-330.93209,-713.443322
34,3.8,0.2,3.5,0.13,28.424683,28.426355,29.456916,90,90,119.998057,2.91351,1324.462203,-349.268262,-705.605845
35,3.8,0.2,3.5,0.15,28.509047,28.515601,29.607652,90,90,119.992388,2.880889,1266.783964,-330.654544,-708.834698
36,3.8,0.2,3.5,0.17,28.592768,28.596596,29.732006,90,90,119.995575,2.85243,1237.381853,-358.588629,-696.344289
37,3.8,0.2,3.6,0.07,28.298964,28.298523,29.208411,90,90,120.000514,2.964757,1398.743247,-301.164635,-694.032508
38,3.8,0.2,3.6,0.09,28.460101,28.459319,29.485538,90,90,120.000911,2.903776,1276.841075,-330.18694,-704.511165
39,3.8,0.2,3.6,0.11,28.589246,28.590276,29.691987,90,90,119.99881,2.857351,1219.446642,-353.826273,-686.419851
40,3.8,0.2,3.6,0.13,28.703226,28.703356,29.871305,90,90,119.999855,2.817805,1196.784435,-372.454852,-689.332285
41,3.8,0.2,3.6,0.15,28.798336,28.801784,30.028913,90,90,119.996038,2.784103,1188.094198,-386.543255,-684.172899
42,3.8,0.2,3.6,0.17,28.885568,28.886309,30.155054,90,90,119.99915,2.756083,1220.106164,-377.886343,-693.470008
43,3.8,0.2,3.7,0.07,28.566044,28.561615,29.62078,90,90,120.005125,2.869605,1288.747855,-353.968838,-686.095094
44,3.8,0.2,3.7,0.09,28.739736,28.735187,29.892901,90,90,120.005244,2.809229,1144.38052,-346.352602,-686.342811
45,3.8,0.2,3.7,0.11,28.87537,28.873822,30.114316,90,90,120.001768,2.762053,1253.390768,-394.239186,-680.891808
46,3.8,0.2,3.7,0.13,28.990178,28.994477,30.293097,90,90,119.995101,2.723315,1084.827651,-408.876855,-686.980469
47,3.8,0.2,3.7,0.15,29.096721,29.090298,30.451197,90,90,120.007303,2.690695,1398.615449,-413.160257,-674.410636
48,3.8,0.2,3.7,0.17,29.179383,29.178008,30.585969,90,90,120.001554,2.663066,1261.171527,-423.539209,-671.619628
49,3.8,0.2,3.8,0.07,28.837028,28.840355,30.032036,90,90,119.996183,2.776365,1201.115971,-377.278025,-681.182086
50,3.8,0.2,3.8,0.09,29.026547,29.017169,30.31745,90,90,120.010686,2.716019,1223.621869,-398.060375,-670.920841
51,3.8,0.2,3.8,0.11,29.16426,29.160931,30.541747,90,90,120.003779,2.669927,1254.245276,-414.488714,-673.335938
52,3.8,0.2,3.8,0.13,29.272437,29.274908,30.734966,90,90,119.997208,2.632872,1087.398511,-437.642618,-662.629401
53,3.8,0.2,3.8,0.15,29.369623,29.36983,30.891546,90,90,119.999775,2.602488,1193.485535,-448.047988,-658.424687
54,3.8,0.2,3.8,0.17,29.450648,29.454331,31.029666,90,90,119.995863,2.576261,1257.324553,-487.298805,-663.344181
55,3.8,0.2,3.9,0.07,29.119746,29.120761,30.459386,90,90,119.998853,2.684804,1036.361077,-409.753295,-679.144491
56,3.8,0.2,3.9,0.09,29.298939,29.297017,30.752925,90,90,120.002174,2.627102,1310.521112,-428.181852,-651.929542
57,3.8,0.2,3.9,0.11,29.435917,29.434093,30.984904,90,90,120.00204,2.58321,1156.411083,-459.772023,-660.91807
58,3.8,0.2,3.9,0.13,29.545855,29.551205,31.175309,90,90,119.994017,2.547536,1257.87738,-491.680077,-648.347592
59,3.8,0.2,3.9,0.15,29.647373,29.65476,31.333371,90,90,119.991763,2.517128,1188.013545,-535.438702,-657.32464
60,3.8,0.2,3.9,0.17,29.744196,29.745115,31.46448,90,90,119.998974,2.491071,1291.025647,-519.975572,-663.028989
61,3.8,0.2,4,0.07,29.390963,29.38732,30.898103,90,90,120.00411,2.598612,1110.072695,-462.441045,-657.966027
62,3.8,0.2,4,0.09,29.563108,29.569063,31.189808,90,90,119.993346,2.543312,1063.074499,-484.632864,-656.604821
63,3.8,0.2,4,0.11,29.715331,29.716286,31.415584,90,90,119.998942,2.499794,1213.591838,-539.146956,-645.846636
64,3.8,0.2,4,0.13,29.849677,29.845847,31.592554,90,90,120.004243,2.463992,817.767567,-550.632317,-641.990485
65,3.8,0.2,4,0.15,29.962849,29.963815,31.741991,90,90,119.998925,2.43338,920.043566,-588.414643,-654.198639
66,3.8,0.2,4,0.17,30.070229,30.068932,31.864694,90,90,120.001431,2.406971,881.637388,-569.98456,-639.942002
67,3.8,0.22,3,0.07,26.46761,26.464725,26.604015,90,90,120.003608,3.721479,699.827807,-124.360008,-792.945358
68,3.8,0.22,3,0.09,26.601704,26.618516,26.814696,90,90,119.979119,3.651502,675.096709,-145.717513,-784.826104
69,3.8,0.22,3,0.11,26.708542,26.738885,26.99133,90,90,119.962466,3.596228,704.748654,-144.656697,-776.00337
70,3.8,0.22,3,0.13,26.827471,26.822035,27.142306,90,90,120.006712,3.550915,720.260824,-141.452263,-771.852582
71,3.8,0.22,3,0.15,26.910678,26.897791,27.28176,90,90,120.015856,3.512245,736.146753,-158.409084,-767.233347
72,3.8,0.22,3,0.17,26.967569,26.984268,27.403595,90,90,119.979528,3.476799,752.517884,-186.623508,-759.74335
73,3.8,0.22,3.1,0.07,26.72516,26.72733,26.955672,90,90,119.997317,3.601565,678.537884,-148.119643,-787.565953
74,3.8,0.22,3.1,0.09,26.863973,26.882712,27.18914,90,90,119.97693,3.530932,706.224882,-167.858151,-771.934569
75,3.8,0.22,3.1,0.11,27.132001,27.138265,27.467235,90,90,119.992356,3.4286,731.990251,-198.231518,-768.561706
76,3.8,0.22,3.1,0.13,27.296899,27.306602,27.696958,90,90,119.988242,3.358649,1130.570763,-183.686482,-760.271161
77,3.8,0.22,3.1,0.15,27.396783,27.390891,27.851314,90,90,120.00711,3.318248,1540.166287,-211.805922,-767.993029
78,3.8,0.22,3.1,0.17,27.522411,27.523093,28.050469,90,90,119.999178,3.263636,1539.960825,-192.829191,-760.24115
79,3.8,0.22,3.2,0.07,27.154462,27.117648,27.425132,90,90,120.044915,3.435452,710.698142,-179.999754,-762.17275
80,3.8,0.22,3.2,0.09,27.360152,27.36279,27.762514,90,90,119.996811,3.336395,914.555036,-202.515485,-758.77831
81,3.8,0.22,3.2,0.11,27.544398,27.549847,28.037242,90,90,119.993451,3.259213,1523.155126,-189.336402,-753.119946
82,3.8,0.22,3.2,0.13,27.647235,27.644378,28.201817,90,90,120.003418,3.217425,1514.60956,-216.002825,-736.465958
83,3.8,0.22,3.2,0.15,27.724736,27.723993,28.340895,90,90,120.000889,3.183437,1523.025234,-227.626812,-746.588463
84,3.8,0.22,3.2,0.17,27.792832,27.795942,28.459938,90,90,119.996293,3.154022,1528.417449,-215.042696,-735.870237
85,3.8,0.22,3.3,0.07,27.541425,27.544543,27.985257,90,90,119.99625,3.26634,1504.300157,-191.712783,-743.408705
86,3.8,0.22,3.3,0.09,27.691361,27.69051,28.241861,90,90,120.001018,3.202322,1494.61677,-263.251421,-732.700204
87,3.8,0.22,3.3,0.11,27.807731,27.807016,28.437832,90,90,120.00085,3.153671,1489.926616,-250.158675,-724.402861
88,3.8,0.22,3.3,0.13,27.902384,27.902372,28.608918,90,90,120.000017,3.113474,1503.17602,-225.437553,-729.515982
89,3.8,0.22,3.3,0.15,27.987458,27.983778,28.750377,90,90,120.00435,3.079887,1511.586785,-246.13048,-721.689762
90,3.8,0.22,3.3,0.17,28.053857,28.058667,28.879656,90,90,119.99433,3.050371,1520.773454,-238.778473,-730.283816
91,3.8,0.22,3.4,0.07,27.798289,27.797032,28.386409,90,90,120.001494,3.161613,1475.806444,-265.708989,-739.739975
92,3.8,0.22,3.4,0.09,27.946816,27.943511,28.644094,90,90,120.003912,3.100258,1478.823894,-284.230699,-729.60987
93,3.8,0.22,3.4,0.11,28.060401,28.063502,28.853977,90,90,119.996353,3.05191,1483.317808,-301.2754,-724.36968
94,3.8,0.22,3.4,0.13,28.160573,28.16541,29.027562,90,90,119.994325,3.011869,1498.347942,-261.42339,-705.612732
95,3.8,0.22,3.4,0.15,28.24856,28.249923,29.17838,90,90,119.998399,2.978155,1498.710768,-286.604144,-721.735174
96,3.8,0.22,3.4,0.17,28.316312,28.324056,29.312289,90,90,119.990968,2.949495,1373.964776,-291.121413,-708.681912
97,3.8,0.22,3.5,0.07,28.048572,28.047769,28.79017,90,90,120.000937,3.061822,1461.676502,-238.163016,-715.752939
98,3.8,0.22,3.5,0.09,28.200956,28.205876,29.058517,90,90,119.994234,3.00004,1463.36882,-302.0668,-713.929552
99,3.8,0.22,3.5,0.11,28.325014,28.327185,29.275541,90,90,119.997463,2.952158,1462.544508,-329.147527,-713.679296
100,3.8,0.22,3.5,0.13,28.433252,28.423508,29.453407,90,90,120.011336,2.913661,1421.399776,-327.662322,-705.679336
101,3.8,0.22,3.5,0.15,28.52017,28.519108,29.598711,90,90,120.001226,2.880538,1263.12693,-316.453796,-702.310242
102,3.8,0.22,3.5,0.17,28.596199,28.598213,29.726943,90,90,119.997664,2.852472,1246.261009,-346.003501,-694.277332
103,3.8,0.22,3.6,0.07,28.306508,28.305255,29.203587,90,90,120.001461,2.96378,1422.301597,-314.880126,-703.661114
104,3.8,0.22,3.6,0.09,28.469775,28.463067,29.474987,90,90,120.0078,2.903647,1276.768641,-332.283358,-698.262994
105,3.8,0.22,3.6,0.11,28.595846,28.593421,29.689337,90,90,120.0028,2.856747,1245.623991,-349.85461,-688.787168
106,3.8,0.22,3.6,0.13,28.705464,28.707938,29.866389,90,90,119.997146,2.817522,1215.439636,-373.196966,-696.795623
107,3.8,0.22,3.6,0.15,28.799179,28.800709,30.015366,90,90,119.998237,2.785444,1258.883245,-383.247692,-684.677569
108,3.8,0.22,3.6,0.17,28.88921,28.886995,30.14859,90,90,120.002537,2.756355,1151.253176,-390.02513,-686.797834
109,3.8,0.22,3.7,0.07,28.567718,28.561412,29.615165,90,90,120.007307,2.870065,1220.581609,-331.707836,-686.168297
110,3.8,0.22,3.7,0.09,28.739383,28.738931,29.882679,90,90,120.000525,2.809725,1223.128853,-366.568955,-685.449555
111,3.8,0.22,3.7,0.11,28.877457,28.878045,30.106165,90,90,119.999331,2.762129,1214.476443,-387.54725,-681.021852
112,3.8,0.22,3.7,0.13,28.997077,28.993929,30.289744,90,90,120.003596,2.723253,1266.837048,-404.797527,-680.353664
113,3.8,0.22,3.7,0.15,29.096252,29.092792,30.443366,90,90,120.003942,2.691109,1299.953921,-411.046851,-683.441066
114,3.8,0.22,3.7,0.17,29.179696,29.18045,30.579484,90,90,119.999141,2.663314,1361.065531,-419.925836,-671.652869
115,3.8,0.22,3.8,0.07,28.845191,28.843177,30.023631,90,90,120.002303,2.776256,1164.392769,-363.005674,-680.570373
116,3.8,0.22,3.8,0.09,29.022291,29.023219,30.310471,90,90,119.99894,2.716155,1230.782982,-389.847928,-677.301404
117,3.8,0.22,3.8,0.11,29.166043,29.167827,30.533139,90,90,119.997978,2.669729,1327.318369,-424.961112,-665.262072
118,3.8,0.22,3.8,0.13,29.282446,29.276874,30.72775,90,90,120.006298,2.632654,1269.108167,-431.11693,-669.791347
119,3.8,0.22,3.8,0.15,29.367341,29.374955,30.886828,90,90,119.991434,2.602415,1207.70393,-476.295496,-657.516144
120,3.8,0.22,3.8,0.17,29.456136,29.456467,31.024383,90,90,119.999619,2.57613,1257.398606,-487.799083,-661.704629
121,3.8,0.22,3.9,0.07,29.125393,29.119859,30.450411,90,90,120.006292,2.685359,1189.447208,-407.602904,-670.351404
122,3.8,0.22,3.9,0.09,29.300758,29.298346,30.745249,90,90,120.002728,2.62749,1199.215257,-424.752872,-670.450354
123,3.8,0.22,3.9,0.11,29.434516,29.434998,30.983669,90,90,119.999461,2.583289,1235.353947,-506.090686,-660.541389
124,3.8,0.22,3.9,0.13,29.550867,29.554078,31.165972,90,90,119.996411,2.547681,1105.458412,-483.704137,-661.445513
125,3.8,0.22,3.9,0.15,29.656797,29.655282,31.32094,90,90,120.00169,2.517534,1261.853892,-513.333384,-655.401181
126,3.8,0.22,3.9,0.17,29.744859,29.74953,31.454548,90,90,119.994815,2.491328,1110.406898,-520.281718,-643.969376
127,3.8,0.22,4,0.07,29.387951,29.385183,30.893104,90,90,120.003118,2.599462,1250.58092,-470.804171,-653.974909
128,3.8,0.22,4,0.09,29.56596,29.566952,31.189391,90,90,119.998888,2.543424,1179.011859,-481.124559,-651.480427
129,3.8,0.22,4,0.11,29.719967,29.717116,31.406137,90,90,120.003174,2.500193,996.040321,-555.475485,-647.999104
130,3.8,0.22,4,0.13,29.849762,29.84441,31.590299,90,90,120.005936,2.464322,1134.1792,-529.76252,-644.983459
131,3.8,0.22,4,0.15,29.961378,29.965521,31.733697,90,90,119.995427,2.433912,1119.904796,-546.475719,-650.876075
132,3.8,0.22,4,0.17,30.066132,30.066667,31.858767,90,90,119.999409,2.407879,909.755885,-583.146787,-642.433678
133,3.8,0.24,3,0.07,26.472528,26.485035,26.595159,90,90,119.984376,3.718452,660.873405,-103.151933,-799.369754
134,3.8,0.24,3,0.09,26.63131,26.622337,26.804787,90,90,120.01115,3.649445,675.386018,-117.380912,-786.116072
135,3.8,0.24,3,0.11,26.750725,26.735727,26.982234,90,90,120.018567,3.594222,705.902293,-138.094308,-782.39131
136,3.8,0.24,3,0.13,26.822528,26.839194,27.140343,90,90,119.979462,3.548581,729.357453,-160.054543,-781.630343
137,3.8,0.24,3,0.15,26.920025,26.911978,27.279925,90,90,120.009889,3.5092,755.588618,-169.925839,-760.89258
138,3.8,0.24,3,0.17,26.980235,27.054159,27.39813,90,90,119.909643,3.464445,1165.282228,-185.179736,-761.570228
139,3.8,0.24,3.1,0.07,26.73102,26.740117,26.948647,90,90,119.988763,3.599682,689.176177,-155.573312,-771.816171
140,3.8,0.24,3.1,0.09,26.902381,26.881817,27.188184,90,90,120.02531,3.527852,717.68334,-156.631829,-771.567069
141,3.8,0.24,3.1,0.11,27.098155,27.138743,27.456542,90,90,119.95054,3.432714,1141.815826,-191.179157,-766.180158
142,3.8,0.24,3.1,0.13,27.317,27.323714,27.691964,90,90,119.991877,3.354803,1307.761062,-165.94353,-766.240201
143,3.8,0.24,3.1,0.15,27.405228,27.401955,27.855727,90,90,120.003962,3.315255,1325.425138,-210.908329,-749.39046
144,3.8,0.24,3.1,0.17,27.535,27.528809,28.045088,90,90,120.007435,3.262363,1549.27454,-192.865146,-751.211737
145,3.8,0.24,3.2,0.07,27.205292,27.204808,27.473275,90,90,120.000593,3.410533,722.795237,-188.147087,-776.970324
146,3.8,0.24,3.2,0.09,27.370038,27.374707,27.755953,90,90,119.994363,3.334444,1146.779595,-195.50986,-758.817141
147,3.8,0.24,3.2,0.11,27.550435,27.554318,28.032537,90,90,119.99534,3.258578,1522.69265,-189.287402,-745.430647
148,3.8,0.24,3.2,0.13,27.651461,27.649209,28.197955,90,90,120.002687,3.216788,1520.000172,-272.456708,-751.058212
149,3.8,0.24,3.2,0.15,27.727581,27.732411,28.337134,90,90,119.994235,3.182353,1518.333505,-222.045009,-746.977075
150,3.8,0.24,3.2,0.17,27.797879,27.799513,28.45788,90,90,119.998055,3.153328,1538.035612,-221.370898,-740.683577
151,3.8,0.24,3.3,0.07,27.55242,27.553217,27.979723,90,90,119.999045,3.264746,1490.873918,-196.772879,-749.165537
152,3.8,0.24,3.3,0.09,27.699787,27.698413,28.235275,90,90,120.001638,3.201201,1490.21995,-255.042047,-731.561627
153,3.8,0.24,3.3,0.11,27.814201,27.81449,28.436895,90,90,119.999661,3.152156,1497.756816,-272.981107,-737.96412
154,3.8,0.24,3.3,0.13,27.91167,27.907423,28.602672,90,90,120.005034,3.112712,1512.263768,-223.964594,-724.162158
155,3.8,0.24,3.3,0.15,27.990051,27.991376,28.74939,90,90,119.998434,3.078688,1518.702261,-285.23869,-724.26719
156,3.8,0.24,3.3,0.17,28.060057,28.059399,28.876077,90,90,120.000775,3.050193,1523.978538,-299.23725,-728.975361
157,3.8,0.24,3.4,0.07,27.801071,27.802419,28.378294,90,90,119.998395,3.161489,1476.079955,-248.625041,-726.813516
158,3.8,0.24,3.4,0.09,27.951176,27.948429,28.637102,90,90,120.003246,3.099965,1489.528609,-275.524086,-721.166575
159,3.8,0.24,3.4,0.11,28.067696,28.069523,28.846312,90,90,119.997842,3.051319,1488.412426,-242.188946,-732.418145
160,3.8,0.24,3.4,0.13,28.168613,28.171869,29.018584,90,90,119.996181,3.011307,1495.089274,-252.486198,-717.176408
161,3.8,0.24,3.4,0.15,28.253902,28.254232,29.173836,90,90,119.99961,2.977638,1453.799889,-280.474055,-709.535395
162,3.8,0.24,3.4,0.17,28.329365,28.327638,29.305956,90,90,120.002018,2.948729,1374.806669,-294.191179,-719.286905
163,3.8,0.24,3.5,0.07,28.05228,28.054836,28.784677,90,90,119.996991,3.061108,1456.383023,-276.541758,-715.446055
164,3.8,0.24,3.5,0.09,28.212054,28.209318,29.054418,90,90,120.003211,2.999188,1468.662588,-261.63917,-703.925599
165,3.8,0.24,3.5,0.11,28.334343,28.331628,29.267856,90,90,120.00318,2.951667,1470.194813,-288.143732,-704.292846
166,3.8,0.24,3.5,0.13,28.434271,28.433331,29.448855,90,90,120.001095,2.912699,1302.832623,-313.088396,-704.362129
167,3.8,0.24,3.5,0.15,28.521214,28.519232,29.596142,90,90,120.002299,2.880701,1290.622164,-344.558724,-697.932467
168,3.8,0.24,3.5,0.17,28.606749,28.603494,29.718393,90,90,120.003761,2.851889,1253.589427,-358.751883,-693.847264
169,3.8,0.24,3.6,0.07,28.313901,28.31152,29.198829,90,90,120.002786,2.962872,1449.136048,-309.087489,-712.038134
170,3.8,0.24,3.6,0.09,28.472032,28.467092,29.469291,90,90,120.00574,2.903508,1374.300229,-323.641779,-689.929188
171,3.8,0.24,3.6,0.11,28.598401,28.599013,29.682076,90,90,119.999285,2.856531,1303.458182,-346.10522,-695.508178
172,3.8,0.24,3.6,0.13,28.711853,28.710279,29.85816,90,90,120.001802,2.817574,1279.6577,-362.118779,-685.664614
173,3.8,0.24,3.6,0.15,28.805946,28.804801,30.010813,90,90,120.001317,2.784903,1344.397036,-379.933739,-683.71789
174,3.8,0.24,3.6,0.17,28.88773,28.892727,30.143392,90,90,119.994285,2.756196,1297.687785,-392.319123,-686.086556
175,3.8,0.24,3.7,0.07,28.568643,28.571802,29.610101,90,90,119.996351,2.869102,1220.415516,-335.748012,-692.818741
176,3.8,0.24,3.7,0.09,28.744604,28.741732,29.882902,90,90,120.003303,2.808998,1175.490659,-366.975825,-682.924814
177,3.8,0.24,3.7,0.11,28.882749,28.881301,30.102523,90,90,120.001657,2.761711,1248.556106,-379.641801,-693.290174
178,3.8,0.24,3.7,0.13,28.992822,29.001604,30.286047,90,90,119.989983,2.72289,1255.545159,-402.56787,-678.170155
179,3.8,0.24,3.7,0.15,29.09969,29.09525,30.437526,90,90,120.005044,2.69111,1254.594175,-398.343558,-676.42111
180,3.8,0.24,3.7,0.17,29.18607,29.176973,30.574983,90,90,120.010325,2.663742,1009.741375,-441.438842,-675.17115
181,3.8,0.24,3.8,0.07,28.842753,28.84631,30.024807,90,90,119.995922,2.775901,1211.359011,-368.208288,-682.50594
182,3.8,0.24,3.8,0.09,29.026338,29.025977,30.305934,90,90,120.000411,2.715965,1208.886401,-408.960112,-671.094894
183,3.8,0.24,3.8,0.11,29.167161,29.169852,30.528962,90,90,119.996946,2.669779,1319.074291,-406.468638,-680.820337
184,3.8,0.24,3.8,0.13,29.28377,29.282855,30.7185,90,90,120.001031,2.63265,1280.469702,-427.336153,-670.100243
185,3.8,0.24,3.8,0.15,29.374779,29.375757,30.881271,90,90,119.998905,2.602349,1350.717335,-452.357947,-658.281911
186,3.8,0.24,3.8,0.17,29.455099,29.46078,31.020636,90,90,119.993618,2.575999,1289.950164,-473.769568,-675.448787
187,3.8,0.24,3.9,0.07,29.126342,29.122228,30.447003,90,90,120.004672,2.68531,1060.836901,-399.823353,-669.439077
188,3.8,0.24,3.9,0.09,29.30205,29.302187,30.741399,90,90,119.999837,2.627282,1157.880088,-428.545813,-661.870913
189,3.8,0.24,3.9,0.11,29.438346,29.432358,30.978184,90,90,120.006725,2.583831,1267.789936,-459.684695,-661.821125
190,3.8,0.24,3.9,0.13,29.555551,29.552586,31.164439,90,90,120.003326,2.547709,1165.986993,-474.530835,-654.034673
191,3.8,0.24,3.9,0.15,29.652985,29.65583,31.321516,90,90,119.996828,2.517642,1214.844146,-542.608206,-658.214851
192,3.8,0.24,3.9,0.17,29.745275,29.747848,31.449255,90,90,119.997139,2.491912,1208.653346,-536.666025,-651.408655
193,3.8,0.24,4,0.07,29.390899,29.385253,30.884876,90,90,120.00636,2.599973,1271.974269,-444.651079,-665.407291
194,3.8,0.24,4,0.09,29.568966,29.567516,31.181659,90,90,120.001619,2.543818,1196.374235,-473.3583,-650.656936
195,3.8,0.24,4,0.11,29.71287,29.717558,31.408456,90,90,119.994781,2.500357,1216.780548,-530.213945,-646.76076
196,3.8,0.24,4,0.13,29.845252,29.849202,31.585151,90,90,119.995615,2.464444,879.285037,-532.278795,-657.801322
197,3.8,0.24,4,0.15,29.966216,29.970143,31.727666,90,90,119.995671,2.433612,968.233005,-564.218258,-641.500382
198,3.8,0.24,4,0.17,30.07012,30.069407,31.855294,90,90,120.000789,2.407636,1007.734142,-553.262873,-645.795623
199,3.8,0.26,3,0.07,26.490252,26.49408,26.590019,90,90,119.99523,3.71582,674.96198,-119.091877,-786.944169
200,3.8,0.26,3,0.09,26.646981,26.628839,26.803431,90,90,120.022546,3.647012,690.632459,-137.904659,-794.164158
201,3.8,0.26,3,0.11,26.753105,26.746536,26.980765,90,90,120.008128,3.592268,712.430088,-148.138434,-773.712446
202,3.8,0.26,3,0.13,26.848347,26.843001,27.131628,90,90,120.006586,3.546773,732.468631,-158.445542,-771.826727
203,3.8,0.26,3,0.15,26.917302,26.928014,27.266657,90,90,119.986845,3.508357,766.317143,-170.519508,-762.083035
204,3.8,0.26,3,0.17,27.03826,27.034328,27.40005,90,90,120.004815,3.462617,1179.702051,-178.688197,-770.602875
205,3.8,0.26,3.1,0.07,26.751686,26.748385,26.943057,90,90,120.004074,3.59709,696.727817,-157.912372,-772.354004
206,3.8,0.26,3.1,0.09,26.901454,26.894261,27.183392,90,90,120.008847,3.526377,797.61981,-161.507637,-763.70936
207,3.8,0.26,3.1,0.11,27.163921,27.129149,27.44864,90,90,120.042409,3.429773,1187.244662,-176.758246,-763.907802
208,3.8,0.26,3.1,0.13,27.351513,27.362568,27.691819,90,90,119.986635,3.345653,1553.247698,-198.289476,-763.924242
209,3.8,0.26,3.1,0.15,27.412447,27.412152,27.850778,90,90,120.000348,3.313617,1549.987508,-193.021752,-759.001808
210,3.8,0.26,3.1,0.17,27.541755,27.541466,28.040281,90,90,120.000351,3.26039,1557.983161,-195.75875,-744.317212
211,3.8,0.26,3.2,0.07,27.136565,27.120502,27.386274,90,90,120.019589,3.441354,725.861888,-175.089384,-753.811465
212,3.8,0.26,3.2,0.09,27.384449,27.382056,27.752481,90,90,120.002885,3.332498,1525.854711,-172.304305,-760.158872
213,3.8,0.26,3.2,0.11,27.564432,27.560563,28.026915,90,90,120.004639,3.257144,1523.042745,-180.4946,-745.446705
214,3.8,0.26,3.2,0.13,27.660323,27.658887,28.191227,90,90,120.001719,3.215368,1532.508937,-258.991925,-741.58298
215,3.8,0.26,3.2,0.15,27.738287,27.737554,28.32868,90,90,120.00087,3.181697,1535.325334,-259.164065,-740.626902
216,3.8,0.26,3.2,0.17,27.809412,27.804167,28.449338,90,90,120.006241,3.152699,1546.160896,-261.59769,-738.291401
